Id,Probability
307,0.006539525
308,0.219720054
309,0.253627393
310,0.010044685
311,0.528241755
312,0.015960614
313,0.250180594
314,0.037757608
315,0.042875519
316,0.081581033
317,0.327119631
318,0.008644646
319,0.014584012
320,0.085675718
321,0.081316896
322,0.012605449
323,0.010621886
324,0.008935912
325,0.059418951
326,0.008975232
327,0.013469533
328,0.009056882
329,0.017499922
330,0.007719404
331,0.013623898
332,0.014728734
333,0.010056353
334,0.026057883
335,0.031147955
336,0.050573991
337,0.01414343
338,0.236493616
339,0.03040652
340,0.011990676
341,0.005897826
342,0.013935064
343,0.013698139
344,0.038567842
345,0.0170245
346,0.020498277
347,0.372916893
348,0.081633558
349,0.01493501
350,0.01091273
351,0.060248377
352,0.044880085
353,0.005922427
354,0.124759203
355,0.00977163
356,0.007168187
357,0.620718834
358,0.007325969
359,0.039894208
360,0.14802
361,0.021159227
362,0.010419781
363,0.006968046
364,0.014959532
365,0.128662636
366,0.096755711
367,0.022087531
368,0.064706409
369,0.014672689
370,0.392922143
371,0.009723105
372,0.087467322
373,0.010657385
374,0.00953739
375,0.009946899
376,0.0067559
377,0.02318678
378,0.007830826
379,0.014505932
380,0.016995299
381,0.009526153
382,0.018098297
383,0.037027652
384,0.106161914
385,0.007202776
386,0.005922427
387,0.005911706
388,0.011508284
389,0.020625856
390,0.013378559
391,0.006437155
392,0.008344904
393,0.019147301
394,0.108181906
395,0.00926826
396,0.005922427
397,0.054548247
398,0.146563586
399,0.009189518
400,0.024838801
401,0.006810535
402,0.00607437
403,0.01795324
404,0.005897826
405,0.766016092
406,0.681824833
407,0.016932694
408,0.06257261
409,0.018910756
410,0.017699731
411,0.021907416
412,0.040356923
413,0.104802632
414,0.01144662
415,0.008538157
416,0.17130887
417,0.089266666
418,0.040301962
419,0.011797402
420,0.016631969
421,0.011207013
422,0.010434069
423,0.036654718
424,0.007297891
425,0.007533959
426,0.009579208
427,0.040706755
428,0.015561329
429,0.09688376
430,0.010074534
431,0.283191397
432,0.007657269
433,0.009906713
434,0.012797801
435,0.028244859
436,0.034556757
437,0.060150557
438,0.100053403
439,0.008481583
440,0.035938699
441,0.017909312
442,0.031301219
443,0.040569525
444,0.006699611
445,0.033289811
446,0.293344028
447,0.010727705
448,0.075884908
449,0.06022826
450,0.008095808
451,0.026045205
452,0.007719351
453,0.098537369
454,0.015979285
455,0.053813773
456,0.019921177
457,0.063221708
458,0.01145487
459,0.073094462
460,0.015518103
461,0.013414825
462,0.054221624
463,0.012783927
464,0.066960769
465,0.03788939
466,0.006891234
467,0.01088457
468,0.012839269
469,0.008583132
470,0.196834965
471,0.004920659
472,0.010956017
473,0.336685164
474,0.051675554
475,0.01418135
476,0.011591348
477,0.008414123
478,0.013197334
479,0.024590279
480,0.011888699
481,0.077242615
482,0.006530648
483,0.036158372
484,0.051056916
485,0.006539525
486,0.252824053
487,0.033377911
488,0.067590303
489,0.119009141
490,0.026808691
491,0.009982862
492,0.019919478
493,0.350164314
494,0.018454539
495,0.187995523
496,0.014321614
497,0.016792175
498,0.011399038
499,0.081384221
500,0.012329641
501,0.01266419
502,0.009971088
503,0.03108532
504,0.01422438
505,0.007392889
506,0.160228778
507,0.083511825
508,0.006537113
509,0.007337362
510,0.010828627
511,0.013477192
512,0.172888845
513,0.050514438
514,0.022299584
515,0.016040607
516,0.300273844
517,0.008149649
518,0.011822719
519,0.007379283
520,0.012353948
521,0.006301517
522,0.012734725
523,0.07052448
524,0.031451133
525,0.053475286
526,0.52032432
527,0.118422735
528,0.009098241
529,0.150462611
530,0.013783974
531,0.008411025
532,0.006539525
533,0.011269577
534,0.005959419
535,0.01150406
536,0.006888693
537,0.010009928
538,0.059137985
539,0.019109965
540,0.006677528
541,0.014808747
542,0.027003741
543,0.068533219
544,0.105300142
545,0.015223691
546,0.008514014
547,0.050836672
548,0.007411884
549,0.007323125
550,0.118579772
551,0.254040816
552,0.144348837
553,0.010842411
554,0.00964206
555,0.114243549
556,0.017297069
557,0.019846973
558,0.017555906
559,0.098116465
560,0.035313563
561,0.004918841
562,0.008502311
563,0.069109494
564,0.038381537
565,0.114214702
566,0.010887084
567,0.007176746
568,0.026137103
569,0.378499516
570,0.04043275
571,0.10339078
572,0.018349148
573,0.01362457
574,0.0517482
575,0.079870219
576,0.007533959
577,0.025173117
578,0.010296072
579,0.11736677
580,0.008939042
581,0.00909826
582,0.012905616
583,0.008120507
584,0.019152157
585,0.036759872
586,0.00749762
587,0.01447495
588,0.063065571
589,0.011395571
590,0.01343496
591,0.152045168
592,0.011805134
593,0.019686037
594,0.014232019
595,0.168414824
596,0.028333419
597,0.015381786
598,0.036860267
599,0.027221026
600,0.009761834
601,0.009788923
602,0.034101891
603,0.012887966
604,0.010699611
605,0.097518533
606,0.008895241
607,0.058267797
608,0.021620713
609,0.259501194
610,0.018778361
611,0.050244829
612,0.006537113
613,0.0073725
614,0.028062736
615,0.016327978
616,0.006355402
617,0.056655257
618,0.00991675
619,0.013325235
620,0.016554259
621,0.007533959
622,0.039915389
623,0.020079419
624,0.028785077
625,0.076696223
626,0.565331069
627,0.070926591
628,0.011383757
629,0.008660877
630,0.157809642
631,0.009517848
632,0.022725137
633,0.005900004
634,0.036105401
635,0.071303223
636,0.006537113
637,0.009602663
638,0.018273821
639,0.066814657
640,0.006470868
641,0.009533039
642,0.29697538
643,0.109257751
644,0.565080964
645,0.087303514
646,0.25550089
647,0.010016672
648,0.123154022
649,0.007725415
650,0.017259679
651,0.354552874
652,0.009658867
653,0.041793867
654,0.463704232
655,0.011510588
656,0.019378667
657,0.014261028
658,0.010433835
659,0.064344368
660,0.163822222
661,0.028806284
662,0.187136935
663,0.11370508
664,0.099567958
665,0.496472052
666,0.005900004
667,0.015507803
668,0.087906882
669,0.412673022
670,0.03864822
671,0.007971729
672,0.080888871
673,0.032287269
674,0.005911706
675,0.442317912
676,0.161335987
677,0.02183322
678,0.027866121
679,0.028254325
680,0.181516589
681,0.041893788
682,0.011603902
683,0.039466927
684,0.015125826
685,0.090968313
686,0.006838145
687,0.009053282
688,0.00836243
689,0.104612587
690,0.023787995
691,0.037847861
692,0.482026131
693,0.026402761
694,0.023837485
695,0.027694635
696,0.013273606
697,0.006539525
698,0.034052393
699,0.244510395
700,0.013041306
701,0.008400041
702,0.266122932
703,0.098620559
704,0.400606739
705,0.022082001
706,0.012702092
707,0.026573935
708,0.011681735
709,0.01691963
710,0.008004911
711,0.043739582
712,0.169758912
713,0.014683327
714,0.010104087
715,0.012839346
716,0.376901432
717,0.007273027
718,0.041131025
719,0.021913881
720,0.005886582
721,0.008545526
722,0.014979322
723,0.062477903
724,0.011872298
725,0.181779997
726,0.028533331
727,0.014570023
728,0.028560599
729,0.06506962
730,0.510489204
731,0.015731129
732,0.032306134
733,0.005445164
734,0.012454118
735,0.073349942
736,0.035727745
737,0.033561446
738,0.081135576
739,0.011118857
740,0.007226583
741,0.013128634
742,0.011917233
743,0.043538553
744,0.029379416
745,0.013915148
746,0.046245
747,0.00901446
748,0.030052369
749,0.026858043
750,0.059116373
751,0.211432632
752,0.007971729
753,0.010330847
754,0.006537113
755,0.023556426
756,0.010315653
757,0.048086314
758,0.012871222
759,0.009084474
760,0.011809082
761,0.009069874
762,0.042595471
763,0.085540865
764,0.007362225
765,0.018219558
766,0.069507269
767,0.008019333
768,0.050208644
769,0.01473046
770,0.131569415
771,0.009234603
772,0.160008929
773,0.071923401
774,0.009996557
775,0.049715717
776,0.010534566
777,0.096098669
778,0.00943901
779,0.012480909
780,0.310491544
781,0.049459709
782,0.020580211
783,0.014979661
784,0.048087721
785,0.017894217
786,0.112229675
787,0.038744083
788,0.025402298
789,0.072229656
790,0.131327197
791,0.025845963
792,0.387009264
793,0.118349173
794,0.0201546
795,0.327135825
796,0.007637999
797,0.09993195
798,0.0138687
799,0.286545464
800,0.020969977
801,0.020470125
802,0.00926564
803,0.059699818
804,0.011855336
805,0.279516588
806,0.018137254
807,0.006906763
808,0.047672942
809,0.040012185
810,0.03826051
811,0.072051144
812,0.022134222
813,0.022792128
814,0.013233382
815,0.071963998
816,0.043114431
817,0.007627055
818,0.016423439
819,0.006925288
820,0.050451462
821,0.013256929
822,0.170529601
823,0.008047181
824,0.011261855
825,0.011809082
826,0.017726291
827,0.03973192
828,0.020272156
829,0.014765152
830,0.013269643
831,0.109746459
832,0.022626696
833,0.118953168
834,0.00923901
835,0.05751609
836,0.018360668
837,0.149826851
838,0.011465552
839,0.090654995
840,0.410010414
841,0.173366734
842,0.037437634
843,0.177380107
844,0.062327069
845,0.57451469
846,0.689873851
847,0.011465432
848,0.010148547
849,0.21755504
850,0.017564139
851,0.035069049
852,0.011328276
853,0.07617411
854,0.012958016
855,0.005900004
856,0.022753223
857,0.028118667
858,0.050218321
859,0.006539525
860,0.039174497
861,0.35393056
862,0.006586126
863,0.00864035
864,0.01066606
865,0.013172396
866,0.008333345
867,0.008150655
868,0.078723456
869,0.026937594
870,0.005897826
871,0.014566901
872,0.028091088
873,0.006888693
874,0.007708221
875,0.0075834
876,0.031961963
877,0.015871046
878,0.020284926
879,0.007382986
880,0.020242846
881,0.01263993
882,0.067442296
883,0.05988629
884,0.03218886
885,0.006010708
886,0.013738796
887,0.057321818
888,0.604449806
889,0.02708937
890,0.049038515
891,0.009646068
892,0.008777727
893,0.532000097
894,0.701953242
895,0.021088372
896,0.019470757
897,0.010502069
898,0.005633068
899,0.015469143
900,0.007226583
901,0.041195587
902,0.033820948
903,0.011129512
904,0.00759753
905,0.008441075
906,0.013782676
907,0.080099179
908,0.137085954
909,0.065191092
910,0.016671826
911,0.026191423
912,0.050109749
913,0.00711264
914,0.012300096
915,0.052979955
916,0.010729052
917,0.023813032
918,0.012069443
919,0.020724094
920,0.019303189
921,0.055585022
922,0.065738398
923,0.112204256
924,0.013996009
925,0.010575061
926,0.05297019
927,0.056276694
928,0.018769032
929,0.046742713
930,0.241456092
931,0.233836155
932,0.015490213
933,0.018836559
934,0.04353702
935,0.006622707
936,0.006539525
937,0.009134105
938,0.01311432
939,0.036774712
940,0.00797335
941,0.082531654
942,0.006539525
943,0.039935317
944,0.174345833
945,0.013066871
946,0.011792329
947,0.053465189
948,0.012676336
949,0.012934812
950,0.01182617
951,0.006010708
952,0.107151828
953,0.045241548
954,0.006537113
955,0.13410604
956,0.039566262
957,0.011144339
958,0.022931678
959,0.016207982
960,0.010957106
961,0.009159779
962,0.013122796
963,0.007273027
964,0.012156205
965,0.019781682
966,0.038439959
967,0.038872383
968,0.032479953
969,0.295442871
970,0.134910653
971,0.012008387
972,0.419701395
973,0.014186222
974,0.092877451
975,0.009492189
976,0.014635772
977,0.078270652
978,0.03001406
979,0.060791753
980,0.542641457
981,0.008679565
982,0.007886271
983,0.010579536
984,0.008884178
985,0.026086794
986,0.299268418
987,0.008073566
988,0.010848584
989,0.01443256
990,0.013100351
991,0.025738672
992,0.005897826
993,0.009295043
994,0.0321928
995,0.00733112
996,0.369166177
997,0.008162164
998,0.018734288
999,0.012319293
1000,0.011335438
1001,0.006539525
1002,0.054648459
1003,0.018854824
1004,0.025703302
1005,0.05658178
1006,0.014696046
1007,0.032296221
1008,0.00809723
1009,0.017257809
1010,0.00914752
1011,0.010337348
1012,0.011621188
1013,0.017449355
1014,0.07278624
1015,0.013170575
1016,0.135111506
1017,0.008984517
1018,0.357817494
1019,0.026335677
1020,0.006537113
1021,0.02283949
1022,0.052124536
1023,0.014745934
1024,0.230582118
1025,0.01333556
1026,0.011512726
1027,0.018062437
1028,0.013053907
1029,0.006539525
1030,0.010425358
1031,0.00994518
1032,0.045241758
1033,0.01000486
1034,0.024721203
1035,0.006537113
1036,0.01393744
1037,0.00707077
1038,0.005668232
1039,0.011894586
1040,0.006060111
1041,0.129760799
1042,0.357371586
1043,0.011998551
1044,0.041289562
1045,0.017998799
1046,0.010052651
1047,0.011046007
1048,0.022586436
1049,0.013513702
1050,0.010172314
1051,0.014276508
1052,0.050422004
1053,0.170668223
1054,0.007533959
1055,0.075058498
1056,0.004920659
1057,0.007585551
1058,0.017376667
1059,0.073454757
1060,0.060106411
1061,0.060145686
1062,0.037446562
1063,0.009555798
1064,0.021809074
1065,0.133940394
1066,0.018728444
1067,0.030840333
1068,0.006827859
1069,0.012615797
1070,0.011747742
1071,0.012138294
1072,0.067475247
1073,0.334638591
1074,0.015640557
1075,0.019950252
1076,0.048746
1077,0.028957576
1078,0.009210067
1079,0.115548306
1080,0.034004065
1081,0.027017566
1082,0.093579209
1083,0.019715468
1084,0.057872098
1085,0.025387126
1086,0.009536708
1087,0.023834823
1088,0.055885125
1089,0.329981841
1090,0.01114414
1091,0.009932729
1092,0.008724742
1093,0.093385932
1094,0.012084215
1095,0.194211751
1096,0.072801238
1097,0.037309491
1098,0.103418952
1099,0.087874652
1100,0.03881189
1101,0.016857402
1102,0.009776847
1103,0.031860017
1104,0.008966335
1105,0.036018602
1106,0.03681382
1107,0.012815749
1108,0.135880294
1109,0.067661846
1110,0.014161897
1111,0.020065863
1112,0.011515379
1113,0.013930668
1114,0.022930465
1115,0.011721917
1116,0.015442168
1117,0.067042524
1118,0.212260133
1119,0.01296079
1120,0.019832004
1121,0.041335223
1122,0.00682543
1123,0.017594538
1124,0.129181031
1125,0.021400163
1126,0.087326323
1127,0.012550144
1128,0.402706785
1129,0.017514143
1130,0.020774079
1131,0.011476816
1132,0.476501148
1133,0.011934817
1134,0.078901842
1135,0.251827331
1136,0.054241528
1137,0.007380265
1138,0.010653971
1139,0.019756047
1140,0.010878929
1141,0.010729052
1142,0.012035885
1143,0.126031895
1144,0.223355534
1145,0.04755226
1146,0.023964097
1147,0.080323952
1148,0.018403888
1149,0.028555777
1150,0.012649074
1151,0.018306954
1152,0.090203613
1153,0.006838145
1154,0.012743905
1155,0.107297821
1156,0.012334693
1157,0.49004013
1158,0.629520441
1159,0.071764748
1160,0.009634227
1161,0.238767815
1162,0.045919498
1163,0.0406609
1164,0.037884466
1165,0.054985989
1166,0.02450978
1167,0.21247463
1168,0.00874137
1169,0.017412276
1170,0.02096841
1171,0.409257336
1172,0.014951
1173,0.019033906
1174,0.012431155
1175,0.037862641
1176,0.470302616
1177,0.497627453
1178,0.236869894
1179,0.021862136
1180,0.123278073
1181,0.559579499
1182,0.031874481
1183,0.066296358
1184,0.245981568
1185,0.035057781
1186,0.111332642
1187,0.111204153
1188,0.600750339
1189,0.056604932
1190,0.006386202
1191,0.477790658
1192,0.006891234
1193,0.656048107
1194,0.024825114
1195,0.095170679
1196,0.007273027
1197,0.007533959
1198,0.00935918
1199,0.081829018
1200,0.064704265
1201,0.026808691
1202,0.006925288
1203,0.006902113
1204,0.006537113
1205,0.013118402
1206,0.01266407
1207,0.591043999
1208,0.038536631
1209,0.08403433
1210,0.013865557
1211,0.097891062
1212,0.047568414
1213,0.006866676
1214,0.008574429
1215,0.872959631
1216,0.014635052
1217,0.070130981
1218,0.008800994
1219,0.05807067
1220,0.017156034
1221,0.045084636
1222,0.041282768
1223,0.124214505
1224,0.009126787
1225,0.077365901
1226,0.012559397
1227,0.00846221
1228,0.067225872
1229,0.367327726
1230,0.527610775
1231,0.0164112
1232,0.090789269
1233,0.0172768
1234,0.663507042
1235,0.821728699
1236,0.008577231
1237,0.067947081
1238,0.417159328
1239,0.069342021
1240,0.019010543
1241,0.006537113
1242,0.024718476
1243,0.010743494
1244,0.030204394
1245,0.046558477
1246,0.121854888
1247,0.02372035
1248,0.006449742
1249,0.104221634
1250,0.010031655
1251,0.120770572
1252,0.068222937
1253,0.007792157
1254,0.127247769
1255,0.053862616
1256,0.054379448
1257,0.023185503
1258,0.013145802
1259,0.010616339
1260,0.281565488
1261,0.018481853
1262,0.098015628
1263,0.101930064
1264,0.013354025
1265,0.006160512
1266,0.025657009
1267,0.057615674
1268,0.069368306
1269,0.025409781
1270,0.043331882
1271,0.00809723
1272,0.193290276
1273,0.154988696
1274,0.07649038
1275,0.11472977
1276,0.553613202
1277,0.021969935
1278,0.247424933
1279,0.023118564
1280,0.011687073
1281,0.229124103
1282,0.00867158
1283,0.046315187
1284,0.069950317
1285,0.009507753
1286,0.009865069
1287,0.01681911
1288,0.098734426
1289,0.014973485
1290,0.05944754
1291,0.018551137
1292,0.132836633
1293,0.034200455
1294,0.594748883
1295,0.032058672
1296,0.008706969
1297,0.029917563
1298,0.007458223
1299,0.005897826
1300,0.096333293
1301,0.01780715
1302,0.021477443
1303,0.094681344
1304,0.067255275
1305,0.00797497
1306,0.006633788
1307,0.099573451
1308,0.007138449
1309,0.023830773
1310,0.063315162
1311,0.006221196
1312,0.010962571
1313,0.086918443
1314,0.014877845
1315,0.054447914
1316,0.016413224
1317,0.48577853
1318,0.014552256
1319,0.008845738
1320,0.012608123
1321,0.007226199
1322,0.025306558
1323,0.061424364
1324,0.037701464
1325,0.055785755
1326,0.012532098
1327,0.032923842
1328,0.038679745
1329,0.120920916
1330,0.018909855
1331,0.02678137
1332,0.007380265
1333,0.035229664
1334,0.026447912
1335,0.082638558
1336,0.071208643
1337,0.013263578
1338,0.033998689
1339,0.205399096
1340,0.036448943
1341,0.012213145
1342,0.016345195
1343,0.00864035
1344,0.024849788
1345,0.01271611
1346,0.012352751
1347,0.073527104
1348,0.082616292
1349,0.128969381
1350,0.013326795
1351,0.036847284
1352,0.035123819
1353,0.00813093
1354,0.01432062
1355,0.021022361
1356,0.014471169
1357,0.051102706
1358,0.010732113
1359,0.020638572
1360,0.007507249
1361,0.237429428
1362,0.008244666
1363,0.007718406
1364,0.019429538
1365,0.061598941
1366,0.00874137
1367,0.008966335
1368,0.164349811
1369,0.46294608
1370,0.008091512
1371,0.097202935
1372,0.011570129
1373,0.020000784
1374,0.054713411
1375,0.087024401
1376,0.015553336
1377,0.356411717
1378,0.010786518
1379,0.013758712
1380,0.006539525
1381,0.085971297
1382,0.073216208
1383,0.031705446
1384,0.008243955
1385,0.010947514
1386,0.008336823
1387,0.034614882
1388,0.075155859
1389,0.066645935
1390,0.031891052
1391,0.018390008
1392,0.015074124
1393,0.034892181
1394,0.101071352
1395,0.054621052
1396,0.02913807
1397,0.027487615
1398,0.013883012
1399,0.122207297
1400,0.049344291
1401,0.011493668
1402,0.011086494
1403,0.012386903
1404,0.071145022
1405,0.011995834
1406,0.010118946
1407,0.04314539
1408,0.029939812
1409,0.017639379
1410,0.011441187
1411,0.011448693
1412,0.0091825
1413,0.013579275
1414,0.014697679
1415,0.011717358
1416,0.0165108
1417,0.030487371
1418,0.007885158
1419,0.557593962
1420,0.02598771
1421,0.027539861
1422,0.102523887
1423,0.006217909
1424,0.046688461
1425,0.008342685
1426,0.009585597
1427,0.013400139
1428,0.013977563
1429,0.044336847
1430,0.017492913
1431,0.135540874
1432,0.009786696
1433,0.015143472
1434,0.007985114
1435,0.01239901
1436,0.300333318
1437,0.017591452
1438,0.007933554
1439,0.022193364
1440,0.601868177
1441,0.011492918
1442,0.014261343
1443,0.004920659
1444,0.015137929
1445,0.01012528
1446,0.342509306
1447,0.088709203
1448,0.013717397
1449,0.010023748
1450,0.007374585
1451,0.111464277
1452,0.013192586
1453,0.00974518
1454,0.00920519
1455,0.029323755
1456,0.270583884
1457,0.019685822
1458,0.008915431
1459,0.011980272
1460,0.024234818
1461,0.018601616
1462,0.013049124
1463,0.219793671
1464,0.008044128
1465,0.010689968
1466,0.016106054
1467,0.06899945
1468,0.006537113
1469,0.119182128
1470,0.00863717
1471,0.143907425
1472,0.022237399
1473,0.017384437
1474,0.02084443
1475,0.295451416
1476,0.203082152
1477,0.039681393
1478,0.008080817
1479,0.081672427
1480,0.013228456
1481,0.009175224
1482,0.05407815
1483,0.007721251
1484,0.010820162
1485,0.444938817
1486,0.578508789
1487,0.037883078
1488,0.011103783
1489,0.071424856
1490,0.017061878
1491,0.038958198
1492,0.038864261
1493,0.012129366
1494,0.032002105
1495,0.205376688
1496,0.013613395
1497,0.010756848
1498,0.106987134
1499,0.014561604
1500,0.011053736
1501,0.13080732
1502,0.02987741
1503,0.105122489
1504,0.068292408
1505,0.006552487
1506,0.056778843
1507,0.032218759
1508,0.037739162
1509,0.022106161
1510,0.018770983
1511,0.007796806
1512,0.019368664
1513,0.018967352
1514,0.013914198
1515,0.012369955
1516,0.008166254
1517,0.215693821
1518,0.220648933
1519,0.016212472
1520,0.02781894
1521,0.041226761
1522,0.038318156
1523,0.020985701
1524,0.007382986
1525,0.053546223
1526,0.159955324
1527,0.045362879
1528,0.040940649
1529,0.046716276
1530,0.031649187
1531,0.013885373
1532,0.036131935
1533,0.19373123
1534,0.058771882
1535,0.010926603
1536,0.013043234
1537,0.379003023
1538,0.012935637
1539,0.006888693
1540,0.010512996
1541,0.220984623
1542,0.00663675
1543,0.031569486
1544,0.027644501
1545,0.009778688
1546,0.007098491
1547,0.092016072
1548,0.047460406
1549,0.07751695
1550,0.012360747
1551,0.011641151
1552,0.013805247
1553,0.099244061
1554,0.017011519
1555,0.551243519
1556,0.013162653
1557,0.005969358
1558,0.560091491
1559,0.086336984
1560,0.131681873
1561,0.014644753
1562,0.00868403
1563,0.068963104
1564,0.009793226
1565,0.024881356
1566,0.017806097
1567,0.007718406
1568,0.00656152
1569,0.023626815
1570,0.365055022
1571,0.012575815
1572,0.023853372
1573,0.050986063
1574,0.006982155
1575,0.016141756
1576,0.025973728
1577,0.006160316
1578,0.016824188
1579,0.008776268
1580,0.012343469
1581,0.007242857
1582,0.011061656
1583,0.007242857
1584,0.007687472
1585,0.013534412
1586,0.184884706
1587,0.123405993
1588,0.250123074
1589,0.010207866
1590,0.006537113
1591,0.029819686
1592,0.008291636
1593,0.008916111
1594,0.174261531
1595,0.131869845
1596,0.013339738
1597,0.008183194
1598,0.010327603
1599,0.027843092
1600,0.005897826
1601,0.008065761
1602,0.008393265
1603,0.048764325
1604,0.009521829
1605,0.01177355
1606,0.038576144
1607,0.028872706
1608,0.03214446
1609,0.019257939
1610,0.009213784
1611,0.025116294
1612,0.126684782
1613,0.022154372
1614,0.190634386
1615,0.009423573
1616,0.726316365
1617,0.649140702
1618,0.020058269
1619,0.104828734
1620,0.499712162
1621,0.526946745
1622,0.056320239
1623,0.674878101
1624,0.035046734
1625,0.006827859
1626,0.008414123
1627,0.020066035
1628,0.011109234
1629,0.011263488
1630,0.009674161
1631,0.009826331
1632,0.557843512
1633,0.095223597
1634,0.019517768
1635,0.009525123
1636,0.047621011
1637,0.015003839
1638,0.010755698
1639,0.00733112
1640,0.040246467
1641,0.008008165
1642,0.006537113
1643,0.013572576
1644,0.0173319
1645,0.009793226
1646,0.007531183
1647,0.285540135
1648,0.040652754
1649,0.017963058
1650,0.063495752
1651,0.46347771
1652,0.008839938
1653,0.01317869
1654,0.112487248
1655,0.00782295
1656,0.00455938
1657,0.007131087
1658,0.018852972
1659,0.029180755
1660,0.402760089
1661,0.030473629
1662,0.133030264
1663,0.008666827
1664,0.067442296
1665,0.028677857
